Rotación;Edad;Viaje de Negocios;Departamento;Distancia_Casa;Educación;Campo_Educación;Satisfacción_Ambiental;Genero;Cargo;Satisfación_Laboral;Estado_Civil;Ingreso_Mensual;Trabajos_Anteriores;Horas_Extra;Porcentaje_aumento_salarial;Rendimiento_Laboral;Años_Experiencia;Capacitaciones;Equilibrio_Trabajo_Vida;Antigüedad;Antigüedad_Cargo;Años_ultima_promoción;Años_acargo_con_mismo_jefe
No;34;Raramente;Ventas;8;2;Ciencias;3;F;Ejecutivo_Ventas;1;Casado;6500;5;No;17;3;6;1;3;3;2;1;2
No;42;Frecuentemente;IyD;8;3;Ciencias;2;M;Gerente;4;Divorciado;18430;1;No;13;3;24;4;2;24;7;14;9
Si;23;Raramente;IyD;6;3;Ciencias;3;M;Tecnico_Laboratorio;1;Casado;1601;1;Si;21;4;1;2;3;0;0;0;0
No;24;No_Viaja;IyD;9;3;Ciencias;3;M;Tecnico_Laboratorio;2;Divorciado;2694;1;No;11;3;1;4;3;1;0;0;0
No;52;Raramente;IyD;11;4;Ciencias;4;F;Tecnico_Laboratorio;3;Casado;3149;8;No;20;4;9;3;3;5;2;1;4
No;50;Raramente;IyD;2;3;Salud;3;M;Director_Investigación;3;Casado;17639;5;No;16;3;30;3;3;4;3;0;3
Si;29;Raramente;IyD;1;2;Ciencias;2;F;Tecnico_Laboratorio;1;Casado;2319;1;Si;11;3;1;1;3;1;0;0;0
No;33;Raramente;IyD;7;3;Salud;3;M;Director_Investigación;3;Casado;11691;0;No;11;3;14;3;4;13;9;3;7
Si;33;Raramente;Ventas;16;3;Mercadeo;1;F;Ejecutivo_Ventas;1;Soltero;5324;5;No;15;3;6;3;3;3;2;0;2
No;47;Raramente;IyD;2;2;Otra;3;F;Gerente;4;Casado;16752;1;Si;11;3;26;3;2;26;14;3;0
No;36;Raramente;IyD;1;3;Otra;3;F;Director_Manofactura;2;Casado;5228;0;No;15;3;10;2;3;9;7;0;5
No;29;Raramente;IyD;23;2;Ciencias;3;M;Investigador_Cientifico;3;Casado;2700;1;No;24;4;10;3;3;10;7;0;7
Si;58;Raramente;IyD;2;4;Ciencias;4;M;Director_Investigación;2;Soltero;19246;7;Si;12;3;40;2;3;31;15;13;8
No;35;Raramente;IyD;1;4;Ciencias;4;F;Investigador_Cientifico;3;Soltero;2506;3;No;13;3;7;0;3;2;2;2;2
No;42;Raramente;IyD;1;2;Ciencias;4;F;Director_Manofactura;4;Casado;6062;9;Si;13;3;8;4;3;4;3;0;2
Si;28;Raramente;IyD;2;4;Salud;3;M;Investigador_Cientifico;3;Soltero;4382;6;No;17;3;5;3;2;2;2;2;1
No;36;Raramente;RH;13;3;Humanidades;3;M;Recursos_Humanos;2;Casado;2143;4;No;13;3;8;2;3;5;2;0;4
No;32;Raramente;IyD;4;3;Ciencias;3;F;Director_Manofactura;3;Casado;6162;1;No;12;3;14;3;3;14;13;6;8
No;40;Frecuentemente;IyD;16;4;Salud;1;M;Tecnico_Laboratorio;3;Soltero;5094;6;No;14;3;10;6;3;1;0;0;0
No;30;Raramente;IyD;2;3;Salud;3;F;Director_Manofactura;4;Soltero;6877;5;Si;24;4;12;4;2;0;0;0;0
No;45;Raramente;IyD;2;3;Ciencias;2;F;Investigador_Cientifico;3;Soltero;2274;1;No;14;3;1;3;3;1;0;0;0
No;42;Raramente;IyD;29;3;Ciencias;2;M;Director_Manofactura;2;Casado;4434;1;No;13;3;10;3;2;9;8;7;8
No;38;Frecuentemente;IyD;12;3;Ciencias;1;M;Representante_Salud;1;Divorciado;6288;2;No;15;3;13;3;2;4;3;1;2
No;34;Frecuentemente;IyD;16;4;Ciencias;3;F;Investigador_Cientifico;4;Soltero;2553;1;No;16;3;6;3;3;5;2;1;3
Si;49;Raramente;Ventas;11;3;Mercadeo;3;F;Ejecutivo_Ventas;4;Casado;7654;1;No;18;3;9;3;4;9;8;7;7
Si;55;Raramente;Ventas;2;1;Salud;3;M;Ejecutivo_Ventas;4;Soltero;5160;4;No;16;3;12;3;2;9;7;7;3
No;43;Raramente;IyD;14;2;Ciencias;2;M;Director_Investigación;1;Casado;17159;6;No;24;4;22;3;3;4;1;1;0
No;27;Raramente;IyD;5;1;Tecnicos;3;M;Director_Investigación;4;Divorciado;12808;1;Si;16;3;9;3;3;9;8;0;8
No;35;Raramente;IyD;7;3;Otra;3;M;Director_Manofactura;3;Soltero;10221;3;No;21;4;17;3;4;8;5;1;6
No;28;Raramente;Ventas;2;4;Mercadeo;2;F;Ejecutivo_Ventas;2;Casado;4779;1;Si;20;4;8;2;3;8;7;7;5
No;34;Raramente;RH;3;2;Humanidades;3;M;Recursos_Humanos;4;Casado;3737;0;No;19;3;4;1;1;3;2;0;2
Si;26;Frecuentemente;IyD;5;2;Salud;3;F;Investigador_Cientifico;3;Casado;2366;1;Si;14;3;8;2;3;8;7;1;7
No;27;No_Viaja;IyD;3;3;Salud;4;M;Investigador_Cientifico;4;Casado;1706;1;No;11;3;0;6;2;0;0;0;0
No;51;Raramente;Ventas;26;4;Mercadeo;1;F;Gerente;3;Casado;16307;2;No;14;3;29;2;2;20;6;4;17
No;44;Raramente;IyD;4;3;Salud;4;M;Representante_Salud;2;Soltero;5933;9;No;12;3;10;2;2;5;2;2;3
No;25;Raramente;IyD;2;1;Salud;1;M;Investigador_Cientifico;1;Soltero;3424;7;No;13;3;6;3;2;4;3;0;1
No;33;Raramente;Ventas;1;3;Salud;1;M;Ejecutivo_Ventas;1;Divorciado;4037;1;No;22;4;9;5;3;9;8;0;8
No;35;Raramente;IyD;27;1;Salud;3;F;Investigador_Cientifico;1;Soltero;2559;1;No;11;3;6;3;2;6;5;1;1
No;36;Raramente;Ventas;1;2;Ciencias;2;M;Ejecutivo_Ventas;4;Casado;6201;1;Si;14;3;18;1;2;18;14;4;11
No;32;Raramente;Ventas;13;4;Ciencias;2;M;Ejecutivo_Ventas;4;Divorciado;4403;2;No;11;3;8;3;2;5;2;0;3
No;30;Frecuentemente;IyD;5;4;Ciencias;2;M;Investigador_Cientifico;4;Divorciado;3761;9;No;12;3;10;3;2;5;4;0;3
No;53;Raramente;Ventas;7;2;Mercadeo;1;F;Ejecutivo_Ventas;4;Casado;10934;7;Si;18;3;35;3;3;5;2;0;4
No;45;Raramente;Ventas;9;3;Mercadeo;4;M;Ejecutivo_Ventas;1;Divorciado;10761;4;Si;12;3;18;2;3;5;4;0;2
No;32;Raramente;IyD;8;2;Salud;3;F;Investigador_Cientifico;3;Casado;5175;5;No;12;3;9;3;2;5;3;1;3
No;52;Frecuentemente;IyD;25;4;Salud;3;F;Director_Manofactura;4;Casado;13826;3;No;22;4;31;3;3;9;8;0;0
No;37;Raramente;Ventas;16;4;Mercadeo;4;M;Ejecutivo_Ventas;3;Divorciado;6334;4;No;19;3;9;2;3;1;0;0;0
No;28;Raramente;RH;8;2;Salud;2;M;Recursos_Humanos;4;Divorciado;4936;1;No;13;3;6;6;3;5;1;0;4
No;22;Raramente;IyD;1;2;Ciencias;4;M;Director_Manofactura;4;Casado;4775;6;No;22;4;4;2;1;2;2;2;2
No;44;Raramente;IyD;8;4;Ciencias;1;M;Tecnico_Laboratorio;4;Casado;2818;2;Si;24;4;10;2;2;3;2;0;2
No;42;Frecuentemente;IyD;2;1;Salud;2;M;Investigador_Cientifico;4;Soltero;2515;5;Si;14;3;8;2;3;2;1;2;2
No;36;Raramente;RH;8;3;Ciencias;1;M;Recursos_Humanos;1;Casado;2342;0;No;21;4;6;3;3;5;4;0;3
No;25;Raramente;Ventas;3;1;Otra;3;M;Ejecutivo_Ventas;1;Casado;4194;1;Si;18;3;5;3;3;5;3;0;3
No;35;Raramente;IyD;9;3;Ciencias;4;F;Director_Manofactura;3;Casado;10685;1;Si;20;4;17;2;3;17;14;5;15
Si;35;Frecuentemente;IyD;25;4;Ciencias;4;F;Investigador_Cientifico;2;Divorciado;2022;1;Si;19;3;10;3;2;10;2;7;8
No;32;No_Viaja;IyD;1;3;Ciencias;4;M;Tecnico_Laboratorio;4;Divorciado;2314;0;No;12;3;4;2;3;3;0;0;2
No;25;Raramente;Ventas;4;1;Mercadeo;3;M;Ejecutivo_Ventas;1;Casado;4256;1;No;12;3;5;1;4;5;2;0;3
No;49;Raramente;IyD;1;3;Tecnicos;3;F;Investigador_Cientifico;1;Casado;3580;2;No;16;3;7;2;3;4;2;0;2
No;24;No_Viaja;IyD;4;1;Ciencias;1;M;Tecnico_Laboratorio;4;Casado;3162;0;No;17;3;6;2;2;5;2;3;4
No;32;Frecuentemente;Ventas;5;2;Ciencias;2;M;Ejecutivo_Ventas;2;Casado;6524;1;No;14;3;10;3;3;10;8;5;3
No;38;Raramente;Ventas;9;3;Mercadeo;2;M;Representante_Ventas;2;Casado;2899;0;No;19;3;3;3;3;2;2;1;2
No;42;Raramente;IyD;3;3;Ciencias;3;F;Tecnico_Laboratorio;4;Casado;5231;2;Si;13;3;17;1;2;5;3;1;3
No;31;Raramente;IyD;11;4;Ciencias;4;M;Investigador_Cientifico;4;Casado;2356;3;Si;19;3;8;2;3;6;4;0;2
Si;29;Raramente;Ventas;1;3;Salud;2;F;Representante_Ventas;3;Divorciado;2800;6;Si;19;3;5;3;3;3;2;0;2
No;53;Raramente;Ventas;8;3;Mercadeo;1;M;Ejecutivo_Ventas;4;Casado;11836;5;No;14;3;28;3;3;2;0;2;2
No;35;Raramente;IyD;25;3;Tecnicos;4;M;Director_Manofactura;2;Casado;10903;3;No;16;3;16;2;3;13;10;4;8
No;37;Frecuentemente;Ventas;21;2;Salud;3;F;Representante_Ventas;4;Casado;2973;5;No;15;3;10;3;3;5;4;0;0
No;53;Raramente;IyD;23;4;Ciencias;4;F;Director_Investigación;4;Soltero;14275;6;No;18;3;33;0;3;12;9;3;8
No;43;Frecuentemente;IyD;1;3;Ciencias;4;F;Representante_Salud;4;Casado;5562;4;No;13;3;12;2;2;5;2;2;2
No;47;Raramente;Ventas;2;2;Mercadeo;3;F;Ejecutivo_Ventas;4;Casado;4537;0;Si;22;4;8;2;3;7;6;7;7
No;37;No_Viaja;Ventas;19;2;Salud;1;M;Ejecutivo_Ventas;2;Soltero;7642;1;Si;13;3;10;2;3;10;0;0;9
No;50;No_Viaja;IyD;2;4;Ciencias;1;M;Gerente;1;Divorciado;17924;1;No;11;3;31;3;3;31;6;14;7
No;39;Raramente;RH;2;3;Ciencias;4;F;Recursos_Humanos;4;Casado;5204;8;No;11;3;13;2;3;5;4;0;4
No;33;Raramente;RH;3;2;Humanidades;4;M;Recursos_Humanos;2;Divorciado;2277;3;Si;11;3;7;4;4;4;3;0;3
Si;32;Raramente;IyD;25;4;Ciencias;1;M;Tecnico_Laboratorio;4;Soltero;2795;1;Si;24;4;1;2;1;1;0;0;1
No;29;Raramente;IyD;7;1;Salud;1;F;Tecnico_Laboratorio;4;Divorciado;2532;6;No;14;3;8;5;3;4;3;0;3
No;44;Raramente;IyD;9;2;Ciencias;2;M;Investigador_Cientifico;1;Casado;2559;1;Si;13;3;8;0;3;8;7;7;1
No;28;Raramente;Ventas;5;4;Salud;1;M;Ejecutivo_Ventas;4;Soltero;4908;1;No;14;3;4;3;3;4;2;0;2
Si;58;Frecuentemente;IyD;2;1;Ciencias;4;M;Tecnico_Laboratorio;4;Divorciado;2380;9;Si;14;3;3;3;2;1;0;0;0
No;43;Raramente;IyD;8;3;Ciencias;1;F;Director_Manofactura;2;Divorciado;4765;4;No;21;4;4;2;4;1;0;0;0
Si;20;Raramente;Ventas;2;3;Salud;3;F;Representante_Ventas;3;Soltero;2044;1;No;13;3;2;3;2;2;2;0;2
Si;21;Raramente;IyD;18;1;Otra;4;F;Investigador_Cientifico;4;Soltero;2693;1;No;19;3;1;3;2;1;0;0;0
No;36;Raramente;IyD;14;1;Ciencias;3;M;Representante_Salud;4;Casado;6586;0;Si;17;3;17;2;2;16;8;4;11
No;47;Raramente;Ventas;2;4;Ciencias;4;F;Representante_Ventas;4;Soltero;3294;1;Si;18;3;3;3;2;3;2;1;2
Si;22;Raramente;IyD;3;1;Ciencias;2;F;Director_Manofactura;3;Casado;4171;0;Si;19;3;4;3;4;3;2;0;2
Si;41;Raramente;IyD;2;4;Ciencias;2;F;Tecnico_Laboratorio;4;Divorciado;2778;4;Si;13;3;10;1;2;7;7;1;0
No;28;Raramente;IyD;9;3;Salud;3;F;Investigador_Cientifico;3;Divorciado;2377;5;No;18;3;6;2;3;2;2;2;2
Si;39;Raramente;IyD;6;3;Salud;4;M;Tecnico_Laboratorio;1;Casado;2404;7;Si;21;4;8;2;1;2;2;2;2
No;27;Raramente;IyD;4;3;Ciencias;2;F;Investigador_Cientifico;3;Soltero;2318;1;No;19;3;1;2;3;1;1;0;0
No;34;Raramente;IyD;10;3;Ciencias;2;M;Tecnico_Laboratorio;2;Divorciado;2008;1;No;14;3;1;3;3;1;0;1;0
No;42;Raramente;Ventas;14;2;Salud;3;F;Ejecutivo_Ventas;3;Soltero;6244;7;No;17;3;10;6;3;5;4;0;3
No;33;Raramente;IyD;1;4;Otra;3;M;Investigador_Cientifico;1;Soltero;2799;3;Si;11;3;6;1;3;3;2;0;2
No;58;Raramente;IyD;5;3;Tecnicos;3;F;Representante_Salud;2;Divorciado;10552;2;Si;13;3;24;3;3;6;0;0;4
No;31;Raramente;Ventas;7;4;Ciencias;2;M;Representante_Ventas;3;Casado;2329;3;No;15;3;13;2;4;7;7;5;2
No;35;Raramente;IyD;21;1;Ciencias;4;F;Representante_Salud;4;Casado;4014;1;Si;25;4;10;2;1;10;6;0;7
No;49;Raramente;IyD;8;2;Otra;1;F;Tecnico_Laboratorio;2;Casado;7403;4;No;11;3;29;3;2;26;9;1;7
No;48;Raramente;IyD;20;4;Salud;4;M;Investigador_Cientifico;3;Casado;2259;4;No;17;3;13;2;2;0;0;0;0
No;31;No_Viaja;Ventas;20;2;Mercadeo;4;F;Ejecutivo_Ventas;3;Casado;6932;1;No;13;3;9;2;2;9;8;0;0
No;36;Raramente;IyD;7;4;Otra;2;M;Investigador_Cientifico;4;Soltero;4678;2;No;18;3;8;6;3;6;2;0;1
No;38;Raramente;IyD;1;3;Tecnicos;4;F;Director_Investigación;1;Casado;13582;1;No;13;3;15;3;3;15;12;5;11
No;32;No_Viaja;IyD;1;3;Ciencias;3;F;Tecnico_Laboratorio;2;Casado;2332;6;No;20;4;5;3;3;3;0;0;2
Si;25;Raramente;Ventas;19;2;Mercadeo;3;M;Representante_Ventas;2;Casado;2413;1;Si;18;3;1;2;3;1;0;0;0
No;40;Raramente;Ventas;10;4;Mercadeo;1;M;Ejecutivo_Ventas;2;Divorciado;9705;2;No;12;3;11;2;2;1;0;0;0
No;26;Frecuentemente;Ventas;1;3;Salud;3;M;Ejecutivo_Ventas;1;Soltero;4294;1;No;12;3;7;2;3;7;7;0;7
No;41;Raramente;IyD;6;3;Salud;4;M;Tecnico_Laboratorio;1;Soltero;4721;2;Si;13;3;20;3;3;18;13;2;17
No;36;Raramente;IyD;2;4;Salud;3;M;Tecnico_Laboratorio;3;Soltero;2519;4;No;21;4;16;6;3;11;8;3;9
Si;19;Raramente;Ventas;21;3;Otra;4;M;Representante_Ventas;2;Soltero;2121;1;Si;13;3;1;3;4;1;0;0;0
Si;20;Raramente;IyD;4;3;Tecnicos;1;M;Tecnico_Laboratorio;1;Soltero;2973;1;No;19;3;1;2;3;1;0;0;0
No;31;Raramente;IyD;12;3;Salud;4;F;Representante_Salud;4;Casado;5855;0;Si;11;3;10;2;1;9;7;8;5
No;40;Frecuentemente;IyD;9;4;Salud;4;M;Investigador_Cientifico;2;Divorciado;3617;8;Si;14;3;3;2;3;1;1;0;0
No;32;Raramente;IyD;3;4;Salud;3;F;Director_Manofactura;1;Casado;6725;1;No;12;3;8;2;4;8;7;6;3
Si;36;Raramente;Ventas;3;1;Ciencias;3;M;Ejecutivo_Ventas;4;Casado;10325;1;Si;11;3;16;6;3;16;7;3;7
No;33;Raramente;IyD;1;3;Ciencias;2;F;Representante_Salud;4;Soltero;6949;0;No;14;3;6;3;3;5;0;1;4
Si;37;Raramente;Ventas;1;4;Ciencias;1;M;Ejecutivo_Ventas;3;Casado;10609;5;No;11;3;17;2;1;14;1;11;7
No;45;No_Viaja;IyD;4;2;Ciencias;3;M;Tecnico_Laboratorio;2;Casado;4447;1;No;12;3;9;5;2;9;7;0;8
No;29;Frecuentemente;Ventas;20;3;Tecnicos;3;F;Representante_Ventas;4;Casado;2157;1;No;15;3;3;5;3;3;1;0;2
No;35;Raramente;Ventas;18;3;Salud;3;F;Ejecutivo_Ventas;3;Casado;4601;1;No;16;3;5;3;3;5;2;1;0
No;52;Raramente;IyD;1;2;Ciencias;4;M;Gerente;4;Casado;17099;2;No;15;3;26;2;2;9;8;7;8
Si;58;Raramente;IyD;2;3;Tecnicos;4;M;Investigador_Cientifico;3;Soltero;2479;4;No;24;4;7;4;3;1;0;0;0
No;53;Raramente;Ventas;2;2;Salud;3;M;Gerente;3;Divorciado;14852;6;No;13;3;22;3;4;17;13;15;2
No;30;Raramente;Ventas;8;2;Otra;3;M;Ejecutivo_Ventas;3;Divorciado;7264;5;No;11;3;10;2;4;8;4;7;7
No;38;No_Viaja;Ventas;10;3;Tecnicos;3;F;Ejecutivo_Ventas;4;Soltero;5666;1;Si;13;3;6;1;3;5;3;1;3
No;35;Raramente;Ventas;3;4;Ciencias;4;M;Ejecutivo_Ventas;4;Divorciado;7823;6;No;13;3;12;2;3;10;9;0;8
No;39;Raramente;Ventas;2;5;Ciencias;1;M;Ejecutivo_Ventas;3;Soltero;7880;0;No;18;3;9;3;3;8;7;0;7
Si;40;No_Viaja;Ventas;24;3;Ciencias;2;F;Ejecutivo_Ventas;2;Soltero;13194;4;Si;16;3;22;2;2;1;0;0;0
No;47;Frecuentemente;IyD;16;4;Salud;3;M;Director_Manofactura;3;Divorciado;5067;1;Si;19;3;20;3;4;19;10;2;7
No;36;No_Viaja;Ventas;8;4;Tecnicos;1;M;Ejecutivo_Ventas;4;Divorciado;5079;4;No;13;3;12;3;3;7;7;0;7
Si;31;No_Viaja;IyD;9;2;Salud;3;M;Investigador_Cientifico;1;Soltero;2321;0;Si;22;4;4;0;3;3;2;1;2
No;33;No_Viaja;Ventas;17;3;Ciencias;4;M;Gerente;3;Soltero;17444;1;No;11;3;10;2;3;10;8;6;0
Si;29;Raramente;IyD;10;3;Ciencias;4;F;Investigador_Cientifico;1;Soltero;2404;6;Si;20;4;3;5;3;0;0;0;0
No;33;Raramente;IyD;13;1;Ciencias;2;F;Investigador_Cientifico;4;Soltero;3452;3;No;18;3;5;4;3;3;2;0;2
No;45;Raramente;IyD;1;4;Salud;4;F;Tecnico_Laboratorio;4;Divorciado;2270;3;No;14;3;8;2;3;5;3;0;2
No;50;Raramente;IyD;1;2;Salud;4;M;Director_Investigación;4;Divorciado;17399;9;No;22;4;32;1;2;5;4;1;3
No;33;Frecuentemente;IyD;1;4;Otra;3;F;Representante_Salud;2;Casado;5488;1;Si;13;3;6;2;3;6;5;1;2
No;41;Frecuentemente;IyD;9;3;Salud;1;M;Director_Investigación;3;Divorciado;19419;2;No;17;3;21;2;4;18;16;0;11
No;27;Raramente;IyD;16;4;Tecnicos;3;F;Tecnico_Laboratorio;2;Casado;2811;9;No;14;3;4;2;3;2;2;2;2
No;45;No_Viaja;IyD;23;2;Ciencias;4;M;Tecnico_Laboratorio;1;Casado;3633;1;Si;15;3;9;2;3;9;8;0;8
No;47;Raramente;Ventas;4;2;Ciencias;4;F;Ejecutivo_Ventas;4;Soltero;4163;1;Si;17;3;9;0;3;9;0;0;7
Si;30;Raramente;IyD;22;3;Ciencias;1;F;Investigador_Cientifico;3;Casado;2132;4;Si;11;3;7;2;3;5;2;0;1
No;50;Raramente;IyD;24;3;Ciencias;4;M;Director_Manofactura;3;Casado;13973;3;Si;18;3;22;2;3;12;11;1;5
No;38;Frecuentemente;IyD;10;1;Salud;3;M;Investigador_Cientifico;3;Casado;2684;0;No;17;3;3;0;2;2;1;0;2
No;46;Raramente;IyD;7;2;Salud;4;M;Director_Manofactura;3;Divorciado;10845;6;No;13;3;13;3;3;8;7;0;7
No;24;Raramente;IyD;17;1;Salud;4;F;Director_Manofactura;3;Divorciado;4377;1;No;15;3;5;6;3;4;2;3;2
Si;35;Raramente;IyD;14;4;Otra;3;M;Tecnico_Laboratorio;2;Divorciado;3743;1;Si;24;4;5;2;1;4;2;0;2
No;31;Frecuentemente;IyD;1;1;Ciencias;3;F;Director_Manofactura;1;Casado;4148;1;No;12;3;4;1;3;4;3;0;3
No;18;No_Viaja;IyD;5;2;Ciencias;2;M;Investigador_Cientifico;4;Soltero;1051;1;No;15;3;0;2;3;0;0;0;0
No;54;Raramente;IyD;17;3;Tecnicos;3;F;Director_Manofactura;3;Casado;10739;8;No;11;3;22;2;3;10;7;0;8
No;35;Raramente;IyD;25;4;Salud;3;F;Representante_Salud;3;Divorciado;10388;1;Si;11;3;16;3;2;16;10;10;1
No;30;Raramente;IyD;8;2;Ciencias;2;F;Director_Investigación;1;Casado;11416;0;Si;12;3;9;4;2;8;7;1;7
Si;20;Raramente;IyD;11;3;Salud;4;F;Investigador_Cientifico;1;Soltero;2600;1;Si;15;3;1;2;3;1;0;0;0
Si;30;Frecuentemente;IyD;5;3;Salud;2;F;Tecnico_Laboratorio;2;Soltero;2422;0;No;17;3;4;3;3;3;2;1;2
No;26;Raramente;IyD;2;2;Salud;4;M;Director_Manofactura;4;Casado;5472;1;No;12;3;8;2;3;8;7;1;3
No;22;Raramente;IyD;8;1;Ciencias;2;M;Tecnico_Laboratorio;1;Casado;2451;1;No;15;3;4;3;2;4;3;1;1
No;48;Raramente;IyD;6;3;Ciencias;1;M;Representante_Salud;3;Soltero;4240;2;No;13;3;19;0;3;2;2;2;2
No;48;Raramente;IyD;4;4;Ciencias;3;M;Representante_Salud;3;Soltero;10999;7;No;14;3;27;3;3;15;11;4;8
No;41;Raramente;IyD;7;2;Salud;4;F;Director_Manofactura;3;Soltero;5003;6;No;14;3;8;6;3;2;2;2;1
No;39;Raramente;IyD;1;1;Ciencias;4;F;Director_Manofactura;4;Casado;12742;1;No;16;3;21;3;3;21;6;11;8
No;27;Raramente;IyD;2;4;Ciencias;1;F;Director_Manofactura;4;Casado;4227;0;No;18;3;4;2;3;3;2;2;2
No;35;Raramente;IyD;10;3;Otra;2;M;Tecnico_Laboratorio;4;Divorciado;3917;1;No;20;4;3;4;2;3;2;1;2
No;42;Raramente;Ventas;5;2;Mercadeo;4;M;Gerente;3;Casado;18303;6;No;13;3;21;3;4;1;0;0;0
No;50;Raramente;IyD;9;3;Ciencias;1;M;Tecnico_Laboratorio;4;Casado;2380;4;No;18;3;8;5;3;1;0;0;0
No;59;Raramente;IyD;2;3;Ciencias;3;F;Director_Manofactura;4;Soltero;13726;3;Si;13;3;30;4;3;5;3;4;3
Si;37;Raramente;IyD;11;2;Salud;1;F;Representante_Salud;2;Casado;4777;5;No;15;3;15;2;1;1;0;0;0
No;55;Frecuentemente;IyD;18;4;Salud;3;M;Representante_Salud;2;Casado;6385;3;Si;14;3;17;3;3;8;7;6;7
No;41;No_Viaja;IyD;7;1;Ciencias;2;F;Director_Investigación;3;Divorciado;19973;1;No;22;4;21;3;3;21;16;5;10
No;38;Raramente;Ventas;3;4;Ciencias;2;M;Ejecutivo_Ventas;4;Soltero;6861;8;Si;12;3;19;1;3;1;0;0;0
Si;26;No_Viaja;Ventas;29;2;Salud;2;M;Ejecutivo_Ventas;1;Soltero;4969;8;No;18;3;7;6;3;2;2;2;2
Si;52;Raramente;Ventas;2;1;Mercadeo;1;F;Gerente;4;Casado;19845;1;No;15;3;33;3;3;32;14;6;9
No;44;Raramente;Ventas;28;3;Salud;4;F;Ejecutivo_Ventas;4;Casado;13320;3;Si;18;3;23;2;3;12;11;11;11
No;50;No_Viaja;Ventas;1;3;Ciencias;4;F;Ejecutivo_Ventas;3;Casado;6347;0;No;12;3;19;3;3;18;7;0;13
Si;36;Raramente;IyD;16;4;Ciencias;3;F;Tecnico_Laboratorio;1;Soltero;2743;1;No;16;3;18;1;3;17;13;15;14
No;39;Frecuentemente;IyD;22;3;Salud;4;F;Director_Manofactura;1;Soltero;10880;1;Si;13;3;21;2;3;21;6;2;8
No;33;No_Viaja;Ventas;8;1;Ciencias;2;F;Representante_Ventas;4;Soltero;2342;0;No;19;3;3;2;2;2;2;2;2
No;45;Raramente;Ventas;11;2;Ciencias;4;F;Gerente;4;Casado;17650;3;No;13;3;26;4;4;9;3;1;1
No;32;No_Viaja;IyD;29;4;Salud;4;F;Tecnico_Laboratorio;3;Soltero;4025;9;No;12;3;10;2;3;8;7;7;7
No;34;Raramente;Ventas;1;4;Mercadeo;2;M;Ejecutivo_Ventas;4;Divorciado;9725;0;No;11;3;16;2;2;15;1;0;9
No;59;Raramente;Ventas;1;2;Tecnicos;2;M;Gerente;4;Casado;11904;3;Si;14;3;14;1;1;6;4;0;4
No;45;Raramente;RH;24;4;Salud;2;M;Recursos_Humanos;2;Soltero;2177;1;No;16;3;6;3;3;6;3;0;4
No;53;Frecuentemente;Ventas;2;3;Mercadeo;3;F;Ejecutivo_Ventas;2;Casado;7525;2;No;12;3;30;2;3;15;7;6;12
Si;36;Raramente;IyD;15;3;Otra;1;M;Tecnico_Laboratorio;3;Divorciado;4834;7;No;14;3;9;3;2;1;0;0;0
Si;26;Frecuentemente;IyD;2;3;Ciencias;1;M;Investigador_Cientifico;1;Casado;2042;6;Si;14;3;6;2;3;3;2;1;2
No;34;Raramente;Ventas;10;4;Ciencias;3;F;Representante_Ventas;3;Casado;2220;1;Si;19;3;1;2;3;1;1;0;0
No;28;Raramente;Ventas;10;1;Salud;4;M;Representante_Ventas;2;Casado;1052;1;No;22;4;1;5;3;1;0;0;0
No;38;Frecuentemente;IyD;3;4;Otra;3;M;Investigador_Cientifico;3;Casado;2821;3;No;16;3;8;2;3;2;2;2;2
No;50;Raramente;IyD;2;4;Salud;2;M;Director_Investigación;3;Casado;19237;2;Si;11;3;29;2;2;8;1;7;7
No;37;Raramente;IyD;3;3;Otra;4;F;Representante_Salud;2;Soltero;4107;3;No;15;3;8;3;2;4;3;0;1
No;40;Raramente;Ventas;26;3;Mercadeo;3;M;Ejecutivo_Ventas;1;Casado;8396;1;No;14;3;8;3;2;7;7;7;5
No;26;Frecuentemente;IyD;1;1;Salud;1;F;Investigador_Cientifico;3;Divorciado;2007;1;No;13;3;5;5;3;5;3;1;3
No;46;Raramente;IyD;1;4;Salud;4;M;Director_Investigación;4;Divorciado;19627;9;No;17;3;23;0;3;2;2;2;2
No;54;Raramente;Ventas;2;4;Ciencias;3;F;Ejecutivo_Ventas;3;Casado;10686;6;No;11;3;13;4;3;9;4;7;0
No;56;Frecuentemente;IyD;9;3;Salud;1;F;Investigador_Cientifico;3;Casado;2942;2;No;19;3;18;4;3;5;4;0;3
No;36;Raramente;IyD;12;5;Salud;4;F;Director_Manofactura;4;Soltero;8858;0;No;11;3;15;2;2;14;8;7;8
No;55;No_Viaja;IyD;2;1;Salud;3;M;Gerente;1;Soltero;16756;7;No;15;3;31;3;4;9;7;6;2
No;43;Raramente;Ventas;25;3;Salud;3;M;Ejecutivo_Ventas;4;Divorciado;10798;5;No;13;3;18;5;3;1;0;0;0
Si;20;Frecuentemente;Ventas;9;3;Mercadeo;4;F;Representante_Ventas;4;Soltero;2323;1;Si;14;3;2;3;3;2;2;0;2
Si;21;Raramente;IyD;10;3;Ciencias;3;F;Tecnico_Laboratorio;1;Soltero;1416;1;No;13;3;1;6;2;1;0;1;0
No;46;Raramente;IyD;8;4;Ciencias;4;F;Investigador_Cientifico;1;Divorciado;4615;8;Si;23;4;19;2;3;16;13;1;7
